PERMIT_TYPE,APP_ID,WDID,STATUS,NOI_PROCESSED_DATE,REGION_BOARD,COUNTY,OPERATOR_NAME,FACILITY_NAME,FACILITY_ADDRESS,FACILITY_CITY,FACILITY_STATE,FACILITY_ZIP,FACILITY_LATITUDE,FACILITY_LONGITUDE,FACILITY_COUNTY,FACILITY_CONTACT_FIRST_NAME,FACILITY_CONTACT_LAST_NAME,FACILITY_PHONE,FACILITY_TOTAL_SIZE,FACILITY_TOTAL_SIZE_UNIT,PRIMARY_SIC
Industrial,561016,4 19Nna002572,No Action Required,2023-05-03,4,Los Angeles,Public Storage,Public Storage,171 S Arroyo Parkway,Pasadena,Ca,91105,34.14249,-118.14787,Los Angeles,Phil,Williams,310-556-7816,80303.0,Sqft,4225-General Warehousing And Storage
Industrial,561018,4 19Nna002574,No Action Required,2023-05-03,4,Los Angeles,Public Storage,Public Storage,888 S Fair Oaks Ave,Pasadena,Ca,91105,34.13002,-118.14994,Los Angeles,Phil,Williams,310-556-7816,10958.0,Sqft,4225-General Warehousing And Storage
Industrial,561019,4 19Nna002576,No Action Required,2023-05-03,4,Los Angeles,Public Storage,Public Storage,2767 E. Colorado Blvd,Pasadena,Ca,91107,34.14668,-118.09334,Los Angeles,Phil,Williams,310-556-7816,33044.0,Sqft,4225-General Warehousing And Storage
Industrial,561054,4 19Nec012274,Active,2023-05-25,4,Los Angeles,R&R Transportation Inc,R&R Transportation Inc,12027 Greenstone Ave,Santa Fe Springs,Ca,90670,33.92188,-118.05877,Los Angeles,Josh,Smith,800-683-0519,2.29,Acres,4231-Terminal And Joint Terminal Maintenance Facilities For Motor Freight Transportation
Industrial,561098,4 19Nec012316,Active,2023-06-05,4,Los Angeles,Mjb Freight Systems,Mjb Freight Systems,7343 Pierce Avenue,Whittier,Ca,90602,33.97397,-118.04471,Los Angeles,Jim,Ford,858-625-2030,1.33,Acres,4214-Local Trucking With Storage
Industrial,561105,4 19Nec012218,Active,2023-05-09,4,Los Angeles,Hd Installation Inc,Hd Installation Inc,2121 E Del Amo Blvd,Paramount,Ca,90220,33.88772,-118.15182,Los Angeles,Wendy,Holverson,310-631-5774,13440.0,Sqft,9999-Nonclassifiable Establishments
Industrial,561119,4 19Nec012220,Active,2023-05-09,4,Los Angeles,Launcher Inc,Launcher Inc,12624 Daphne Ave,Hawthorne,Ca,90250,33.91755,-118.31927,Los Angeles,Alex,Castro,310-561-0620,24000.0,Sqft,3721-Aircraft
Industrial,561150,4 19Nec012249,Active,2023-05-16,4,Los Angeles,Mario Medina,Osiris Marble Inc,13429 South Budlong Avenue,Gardena,Ca,90247,33.91005,-118.29659,Los Angeles,Mario,Medina,310-769-6294,12000.0,Sqft,3281-Cut Stone And Stone Products
Industrial,561158,4 19Nec012228,Active,2023-05-09,4,Los Angeles,Whale Splash Mfg Llc,Whale Splash Mfg Llc,2208 Loma Ave,South El Monte,Ca,91733,34.05368,-118.06817,Los Angeles,George,Hsu,818-399-2249,19100.0,Sqft,"2821-Plastics Material And Synthetic Resins, And Nonvulcanizable Elastomers"
Industrial,561170,4 19Nec012351,Terminated,2023-06-14,4,Los Angeles,Materia Inc,Materia Inc,60 N San Gabriel Blvd,Pasadena,Ca,91107,34.14755,-118.09424,Los Angeles,Dustin,Hochstatter,626-584-3941,1.0,Acres,"2869-Industrial Organic Chemicals, Nec"
Industrial,561173,4 19Nec012352,Terminated,2023-06-14,4,Los Angeles,Materia Inc,Materia Inc,89 N San Gabriel Blvd,Pasadena,Ca,91107,34.14774,-118.0948,Los Angeles,Dustin,Hochstatter,626-584-3941,0.34,Acres,"2869-Industrial Organic Chemicals, Nec"
Industrial,561174,4 19I030212,Active,2023-05-11,4,Los Angeles,Abl Space Systems,Abl Space Systems 2700,2700 Nimitz Rd,Long Beach,Ca,90802,33.7431,-118.22301,Los Angeles,Tara,James,424-225-9232,8.1,Acres,"3812-Search, Detection, Navigation, Guidance, Aeronautical, And Nautical Systems And  Instruments"
Industrial,561270,4 19Nec012290,Active,2023-05-30,4,Los Angeles,Abl Space Systems,Abl Space Systems,140 Oregon Street,El Segundo,Ca,90245,33.91756,-118.40234,Los Angeles,Tate,Gordon,424-225-9232,98000.0,Acres,3761-Guided Missiles And Space Vehicles
Industrial,561388,4 19Nec012294,Active,2023-05-30,4,Los Angeles,Extractor Solutions,Extractor Solutions,817 W 9Th St,San Jacinto,Ca,92582,34.0466,-118.26333,Los Angeles,Aleks,Milosavlejvic,909-954-0212,4000.0,Sqft,3826-Laboratory Analytical Instruments
Industrial,561422,4 19I030225,Active,2023-05-25,4,Los Angeles,New Indy Recycling,New Indy Recycling,6433 Gayhart Street,Commerce,Ca,90040,34.00178,-118.13805,Los Angeles,Demidric,Cooks,925-487-4405,3.3,Acres,4225-General Warehousing And Storage
Industrial,561426,4 19Nec012280,Active,2023-05-25,4,Los Angeles,Gelsons Markets,Cuisine Kitchen Los Angeles,5469 Ferguson Drive,Commerce,Ca,90022,34.01134,-118.15606,Los Angeles,Paul,Kneeland,310-761-4576,135347.0,Sqft,"2099-Food Preparations, Nec"
Industrial,561469,4 19In607770,Undetermined,2023-05-16,4,Los Angeles,Unknown,Creating Fiber And Tools Inc,7751 70Th Street,Paramount,Ca,90723,34.06586,-118.21922,Los Angeles,Roger,Lopez,562-204-9299,122.0,Unknown,"3241-Cement, Hydraulic"
Industrial,561478,4 19In607772,Undetermined,2023-05-16,4,Los Angeles,Jennifer Ko,Ditto Express Inc,3129 S Hacienda Blvd,Hacienda Heights,Ca,91745,34.06586,-118.21922,Los Angeles,Jennifer,Ko,323-724-6632,122.0,Unknown,Unknown
Industrial,561491,4 19Nec012497,Active,2023-08-02,4,Los Angeles,High Caliber Speed Performance Llc,High Caliber Speed Performance,15120 Bona Vista Ave,Santa Fe Springs,Ca,90670,33.89381,-118.03145,Los Angeles,Charles,Chavez,5623259521,2325.0,Sqft,3714-Motor Vehicle Parts And Accessories
Industrial,561517,4 19I030524,Active,2024-01-04,4,Los Angeles,Sign Resource,Sign Resource,5930 Shull Street,Bell Gardens,Ca,90201,33.95507,-118.16149,Los Angeles,Jose,Mezasanchez,323-562-7648,4.0,Acres,3993-Signs And Advertising Specialties
Industrial,561565,4 19I030233,Active,2023-06-02,4,Los Angeles,Nick Barbieri Trucking Llc,Orange Line Oil Company Inc,404 East Commercial Street,Pomona,Ca,91767,34.05981,-117.74351,Los Angeles,Steve,Marcucci,909-623-0533,1.56,Acres,5171-Petroleum Bulk Stations And Terminals
Industrial,561568,6B19Nna002599,Undetermined,2023-05-25,6B,Los Angeles,Gammage & Sons Enterprises Inc,Gammage & Sons Enterprises Inc,4140 Royale Circle,Lancaster,Ca,93536,34.6319,-118.20476,Los Angeles,Ted,Gammage Sr.,818-470-7260,1.34,Acres,4212-Local Trucking Without Storage
Industrial,561584,4 19Nna002596,No Action Required,Unknown,4,Los Angeles,American Medical Response West,Mccormick Sta. #7,950 Indian Peak Road,Rolling Hills Estates,Ca,90274,33.76881,-118.36941,Los Angeles,Lisa,Harris,310-837-0102,600.0,Sqft,"4119-Local Passenger Transportation, Nec"
Industrial,561598,4 19In607774,No Action Required,2023-05-19,4,Los Angeles,Maria,Glenoaks Collision Center,9361 Glenoaks Boulevard Unit A,Sun Valley,Ca,91352,34.06586,-118.21922,Los Angeles,Maria,Unknown,818-504-9113,122.0,Unknown,Unknown
Industrial,561613,6B19Nna002592,No Action Required,Unknown,6B,Los Angeles,Metro Auto Wrecking Inc,Metro Auto Wrecking Inc,379 W Ave I,Lancaster,Ca,93534,34.70485,-118.1356,Los Angeles,Nareg,Baghdahsarian,661-888-0508,36620.0,Sqft,5093-Scrap And Waste Materials
Industrial,561693,4 19Nec012300,Active,2023-06-01,4,Los Angeles,Nova Transportation Services Inc,Nova  Transportation Services Inc,501 West Walnut St,Compton,Ca,90220,33.87734,-118.22982,Los Angeles,Dan,Chu,562-989-3333,435515.0,Sqft,4225-General Warehousing And Storage
Industrial,561717,6B19I030255,Active,2023-06-22,6B,Los Angeles,Guy F Atkinson Construction,Sr 14 Batch And Crusher Facilities,411 W Ave H6,Lancaster,Ca,93534,34.71415,-118.13623,Los Angeles,Jesus,Pena,626-366-3164,6.5,Acres,3273-Ready-Mixed Concrete
Industrial,561822,4 19I030284,Active,2023-07-21,4,Los Angeles,Steel Craft Inc,Steel Craft,707 E Greenleaf Blvd,Compton,Ca,90221,33.88198,-118.21488,Los Angeles,Doo,Bong Yun,310-603-2311,1.09,Acres,3449-Miscellaneous Structural Metal Work
Industrial,561874,6B19Nna002608,No Action Required,2023-06-02,6B,Los Angeles,All Trucks & Auto Wrecking,All Trucks & Auto Wrecking Inc,46135 Division Street,Lancaster,Ca,93535,34.7214,-118.13115,Los Angeles,Andranik,Yanikyan,818-896-5025,2.5,Acres,"5015-Motor Vehicle Parts, Used"
Industrial,561885,4 19I030368,Active,2023-09-11,4,Los Angeles,Martin Container,Martin Container,1400 Atlantic Ave,Compton,Ca,90221,33.88445,-118.18948,Los Angeles,Don,Lords,310-341-5901,4.74,Acres,"3479-Coating, Engraving, And Allied Services, Nec"
Industrial,561927,4 19Nna002611,No Action Required,Unknown,4,Los Angeles,Ca Recycling Inc,Ca Recycling Inc,15233 E. Gale Avenue,City Of Industry,Ca,90013,34.01507,-117.97496,Los Angeles,Mikhail,Vortman,213-625-8165,920.0,Sqft,5093-Scrap And Waste Materials
Industrial,561954,4 19Nec012343,Active,2023-06-14,4,Los Angeles,Expeed Global Inc,Expeed Global Inc,15056 Shoemaker Ave,Santa Fe Springs,Ca,90670,33.89465,-118.05488,Los Angeles,Selena,Zhang,626-560-3093,32240.0,Sqft,4225-General Warehousing And Storage
Industrial,562008,4 19Nec012307,Terminated,2023-06-05,4,Los Angeles,Cene,Cene Llc,2421 Ralston Ln,Redondo Beach,Ca,90278,33.8623,-118.36588,Los Angeles,Christy,Schlutius,707-695-1198,10.0,Sqft,2393-Textile Bags
Industrial,562021,4 19Nec012327,Active,2023-06-09,4,Los Angeles,Coastal Tag And Label Inc,Coastal Tag & Label Inc,13233 Barton Circle,Whittier,Ca,90670,33.94626,-118.04756,Los Angeles,Lance,Elhami,562-946-4318,16800.0,Sqft,"2759-Commercial Printing, Nec"
Industrial,562031,4 19Nec012412,Active,2023-07-12,4,Los Angeles,Jn Shapiro Watches,Jn Shapiro Watches,20908 Higgins Ct,Torrance,Ca,90501,33.84041,-118.31014,Los Angeles,Joshua,Shapiro,626-827-7427,7300.0,Sqft,"3873-Watches, Clocks, Clockwork Operated Devices And Parts"
Industrial,562032,4 19I030427,Active,2023-10-24,4,Los Angeles,Dhl Express Usa Inc,Dhl Express Lgb,4000 Redondo Beach Avenue,Redondo Beach,Ca,90278,33.89171,-118.36827,Los Angeles,Lorine,Harner,859-332-4473,12.3,Acres,4215-Courier Services Except By Air
Industrial,562047,4 19Nna002618,Nec Required,2023-06-09,4,Los Angeles,Wyntex Llc,Wyntex Llc,11077 Rush Street Suite B,South El Monte,Ca,91733,34.05059,-118.03417,Los Angeles,James,Wong,626-332-3880,23153.0,Sqft,2391-Curtains And Draperies
Industrial,562055,4 19Nec012320,Active,2023-06-07,4,Los Angeles,Ridwell,Van Nuys Warehouse,16018 Blythe St,Van Nuys,Ca,91406,34.21455,-118.48217,Los Angeles,Kevin,Kelly,888-982-7885,7275.0,Sqft,4215-Courier Services Except By Air
Industrial,562098,4 19In607779,Noi Required,2023-06-05,4,Los Angeles,Unknown,Oxerra Americas Llc,3700 East Olympic Blvd.,Los Angeles,Ca,90023,34.06586,-118.21922,Los Angeles,Mark,Olson,323-265-8366,122.0,Unknown,Unknown
Industrial,562099,4 19Nec012346,Active,2023-06-14,4,Los Angeles,Beyond Seating,Beyond Seating Whittier,8612 Norwalk Ave,Whittier,Ca,90606,33.96294,-118.0701,Los Angeles,Heriberto,Hernandez,323-633-5359,16000.0,Sqft,"2599-Furniture And Fixtures, Nec"
Industrial,562107,4 19Nec012522,Active,2023-08-10,4,Los Angeles,Advanced Botanical Contract Manufacturing Inc,Advanced Botanical Contract Manufacturing Inc,1136 Samuelson Street,City Of Industry,Ca,91748,33.99773,-117.90903,Los Angeles,Tom,Wu,626-820-4445,44000.0,Sqft,2833-Medicinal Chemicals And Botanical Products
Industrial,562114,4 19Nec012326,Active,2023-06-09,4,Los Angeles,Lkz Auto Body Parts Inc,Lkz Auto Body Parts Inc,1675 E Mauretania St Unit B,Wilmington,Ca,90744,33.79055,-118.24273,Los Angeles,Vicky,Marie Lezama,310-835-2810,4905.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,562171,4 19I030562,Active,2024-02-15,4,Los Angeles,Bluetriton,Bluetriton Los Angeles,1566 East Washington Blvd,Los Angeles,Ca,90021,34.0203,-118.24497,Los Angeles,Birgul,Gul,231-519-5962,9.02,Acres,2086-Bottled And Canned Soft Drinks And Carbonated Waters
Industrial,562191,4 19In607780,Undetermined,2023-06-07,4,Los Angeles,Angel Lopez,Unique Transport Inc,19610 South Rancho Way,Rancho Dominguez,Ca,90220,34.06586,-118.21922,Los Angeles,Angel,Lopez,Unknown,122.0,Unknown,Unknown
Industrial,562218,4 19Nec012353,Active,2023-06-14,4,Los Angeles,Prendiz Furniture Frames,Prendiz Furniture Frames,13128 Telegraph Road,Santa Fe Springs,Ca,90670,33.94113,-118.05237,Los Angeles,Edward,Prendiz,562-858-1041,1400.0,Sqft,2426-Hardwood Dimension And Flooring Mills
Industrial,562226,4 19I030246,Active,2023-06-14,4,Los Angeles,Teds Truck Auto Used Parts,Teds Truck Auto Used Parts,5117 Elton St,Baldwin Park,Ca,91706,34.1056,-117.9509,Los Angeles,Fernando,Romo,626-813-1114,13566.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,562342,4 19Nec012350,Active,2023-06-14,4,Los Angeles,Tcm Product Incorporated,Tcm Product Incorporated,2422 Seaman Ave,El Monte,Ca,91733,34.05619,-118.0525,Los Angeles,Eric,Ng,626-350-3350,7000.0,Sqft,2833-Medicinal Chemicals And Botanical Products
Industrial,562367,4 19In607785,Noi Required,2023-06-13,4,Los Angeles,A,A,A,Los Angeles,Ca,90040,34.06586,-118.21922,Los Angeles,Unknown,Unknown,Unknown,122.0,Unknown,Unknown
Industrial,562381,4 19Nec012879,Active,2023-12-07,4,Los Angeles,Ta Signs,Ta Signs,739 S Atlantic Blvd,Los Angeles,Ca,90022,34.02164,-118.15723,Los Angeles,Tomas,Cabral,3232619951,5040.0,Sqft,3993-Signs And Advertising Specialties
Industrial,562394,4 19I030347,Active,2023-09-05,4,Los Angeles,Custom Cooler Inc,Custom Cooler Inc,420 East Arrow Highway,San Dimas,Ca,91773,34.10178,-117.79982,Los Angeles,Edward,Marquez,909-693-2941,5.4,Acres,3585-Air-Conditioning And Warm Air Heating Equipment And Commercial And Industrial Refrigeration Equipment
Industrial,562395,4 19I030557,Active,2024-02-08,4,Los Angeles,Earth Island Llc,Earth Island Llc,9201 Owensmouth Av,Chatsworth,Ca,91311,34.23737,-118.60264,Los Angeles,Carlos,Ramirez,818-725-2820,1.72,Acres,"2099-Food Preparations, Nec"
Industrial,562398,4 19Nna002623,Undetermined,2023-06-15,4,Los Angeles,Jb Hunt Transport Inc,"Jb Hunt Transport, Inc",5949 South Eastern Avenue,Commerce,Ca,90040,33.98279,-118.16269,Los Angeles,Adrian,Navarro,909-641-0186,5.58,Acres,4214-Local Trucking With Storage
Industrial,562433,4 19In607788,Noi Required,2023-06-14,4,Los Angeles,County Of Los Angeles Department Of Public Works,Compton/Woodley Airport,901 W Alondra Blvd,Compton,Ca,90220,33.88981,-118.243673,Los Angeles,Alvaro,Escobedo,562-822-8974,122.0,Unknown,"4581-Airports, Flying Fields, And Airport Terminal Services"
Industrial,562452,4 19Nec012369,Active,2023-06-22,4,Los Angeles,Richman Cosmetic Inc,Richman Cosmetic Inc,9704 El Poche,South El Monte,Ca,91733,34.04967,-118.05779,Los Angeles,Alan,Lam,626-454-2722,1800.0,Sqft,"2844-Perfumes, Cosmetics, And Other Toilet Preparations"
Industrial,562538,4 19Nec012481,Active,2023-07-28,4,Los Angeles,Avant Games Enterprises,Avant Games Enterprises,2701 Carrier Ave,Commerce,Ca,90040,33.9936,-118.14034,Los Angeles,Henry,Nguyen Locke,714-624-6383,50000.0,Sqft,9999-Nonclassifiable Establishments
Industrial,562605,4 19Nec012376,Active,2023-06-28,4,Los Angeles,Prius Hybrid Repair Shop,Prius Hybrid Repair Shop,9237 Lower Azusa Rd,Temple City,Ca,91780,34.08869,-118.066725,Los Angeles,Felix,Calles,909-407-4522,1032.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,562617,4 19I030256,Active,2023-06-23,4,Los Angeles,German & Korean Auto Dismantling Inc,German & Korean Auto Dismantling Inc,1916 Darwin Ave,Los Angeles,Ca,90031,34.06728,-118.2184,Los Angeles,Nader,Gharabati,714-847-2525,8516.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,562676,4 19Nec012393,Active,2023-06-30,4,Los Angeles,Brewjeria Company,Brewjeria Company,4937 Durfee Ave,Pico Rivera,Ca,90660,34.00021,-118.07942,Los Angeles,Agustin,Ruelas,323-401-1192,4729.0,Sqft,2082-Malt Beverages
Industrial,562705,4 19Nna002634,No Action Required,2023-06-22,4,Los Angeles,Bob Grigorian,Kc Nissan Auto Dismantling,10967 Tuxford St,Sun Valley,Ca,91352,34.23595,-118.37016,Los Angeles,Barkev,Grigorian,818-768-1024,29840.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,562708,4 19Nna002629,Noi Required,2023-06-22,4,Los Angeles,First Student Inc,First Student Inc 12477A 22014A,3035 Walnut Avenue,Long Beach,Ca,90806,33.81266,-118.17218,Los Angeles,Isaac,Ruiz,310-769-2400,1.83,Acres,4151-School Buses
Industrial,562735,4 19Nna002633,No Action Required,2023-06-22,4,Los Angeles,Extra Space Management Inc,Walnut - E Valley Blvd (Site 1096),20671 Valley Blvd,Walnut,Ca,91789,34.01407,-117.85274,Los Angeles,Brett,Nelson,801-365-4641,4.73,Acres,"4226-Special Warehousing And Storage, Nec"
Industrial,562794,4 19Nec012482,Terminated,2023-07-28,4,Los Angeles,Phils Custom Cabinets,Phils Custom Cabinets,233 Clark Ave,Pomona,Ca,91767,34.0607,-117.72957,Los Angeles,Dale,Walborn,9094690611,8000.0,Sqft,2434-Wood Kitchen Cabinets
Industrial,562866,4 19Nec012641,Active,2023-09-18,4,Los Angeles,3D International,3D International,20724 Centre Pointe Pkwy,Santa Clarita,Ca,91350,34.41403,-118.49688,Los Angeles,Genaro,Levy,6612502020,15000.0,Sqft,"2841-Soaps And Other Detergents, Except Speciality Cleaners"
Industrial,562899,4 19Nna002642,No Action Required,2023-06-29,4,Los Angeles,Ls Electric America Inc,Ls Electric America Inc,9647 Santa Fe Springs Rd,Santa Fe Springs,Ca,90670,33.95148,-118.05913,Los Angeles,Jung,Woo Yun,847-421-9088,34000.0,Sqft,"4226-Special Warehousing And Storage, Nec"
Industrial,562901,4 19Nec012581,Active,2023-08-22,4,Los Angeles,Precise Machining Engineering Llc,Precise Machining Engineering Llc,15154 Downey Suite B,Paramount,Ca,90723,33.94011,-118.13316,Los Angeles,Gabriela,Herrera,323-332-7217,4800.0,Sqft,9999-Nonclassifiable Establishments
Industrial,562963,4 19I030324,Active,2023-08-15,4,Los Angeles,Oldcastle Infrastructure Inc,Inwesco East,746 N Coney Ave,Azusa,Ca,91702,34.13522,-117.92119,Los Angeles,Marco,Aguilar,626-771-5076,1.5,Acres,3441-Fabricated Structural Metal
Industrial,562965,4 19Nna002645,Nona Submitted,2023-07-03,4,Los Angeles,309 South Inc,309 South Inc,309 South St,Long Beach,Ca,90805,33.86027,-118.18969,Los Angeles,Sarkis,Militonyan,213-709-9990,650.0,Sqft,"3999-Manufacturing Industries, Nec"
Industrial,562971,4 19I030325,Active,2023-08-15,4,Los Angeles,Oldcastle Infrastructure Inc,Inwesco West,741 N Coney Ave,Azusa,Ca,91702,34.13508,-117.92227,Los Angeles,Marco,Aguilar,626-771-5076,1.05,Acres,"3499-Fabricated Metal Products, Nec"
Industrial,562989,4 19Nec012409,Active,2023-07-11,4,Los Angeles,Robles Cabinets,Robles Cabinets,8220 Sorensen Ave,Santa Fe Springs,Ca,90670,33.96665,-118.05977,Los Angeles,Francisco,Robles,562-696-2759,3.1,Sqft,3553-Woodworking Machinery
Industrial,562991,4 19Nec012430,Active,2023-07-19,4,Los Angeles,C E Frey Engineering Llc,C E Frey Engineering Llc,2310 E Central Ave,Duarte,Ca,91010,34.13532,-117.95524,Los Angeles,Roderic,Frey,626-303-4644,3000.0,Sqft,2891-Adhesives And Sealants
Industrial,563015,4 19I030279,Terminated,2023-07-19,4,Los Angeles,Expression In Wood Inc,Expression In Wood Inc,1738 Brackett St,La Verne,Ca,91750,34.09547,-117.77939,Los Angeles,Vanessa,Medina,626-303-8000,20000.0,Sqft,2434-Wood Kitchen Cabinets
Industrial,563034,4 19Nec012494,Active,2023-08-02,4,Los Angeles,Summitt Forest Products,Summitt Forest Products,12200 Los Nietos Rd,Santa Fe Springs,Ca,90670,33.95341,-118.06604,Los Angeles,Gary,Okura,562-236-5744,13300.0,Sqft,"2499-Wood Products, Nec"
Industrial,563043,4 19I030274,Terminated,2023-07-11,4,Los Angeles,Divergentip Llc,Divergentip Llc,12115 Pacific Street,Santa Fe Springs,Ca,90670,33.95342,-118.07038,Los Angeles,Sung,Oh,626-827-6204,2500.0,Sqft,2095-Roasted Coffee
Industrial,563045,4 19Nna002672,Nona Submitted,2023-07-31,4,Los Angeles,Hbc Distributors Inc Dba Ipn Express,Hbc Distributors Inc. Dba Ipn Express,725 W. 12Th Street,Long Beach,Ca,90813,33.78239,-118.20184,Los Angeles,Minh,Thai,562-435-5530,30295.0,Sqft,4212-Local Trucking Without Storage
Industrial,563110,4 19Nec012420,Active,2023-07-17,4,Los Angeles,Antaeus Fashion Group Inc,Antaeus Fashion Group Inc,740 S 5Th Ave,City Of Industry,Ca,91746,34.029401,-117.99077,Los Angeles,Kuang,Huy Tong,626-464-1575,1.0,Acres,"2759-Commercial Printing, Nec"
Industrial,563111,4 19Nec012447,Active,2023-07-24,4,Los Angeles,Oem Auto Parts,Oem Auto Parts,12005 Vose St,North Hollywood,Ca,91605,34.19877,-118.3984,Los Angeles,Ovsep,Martinyan,747-214-9787,4000.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,563124,4 19I030434,Active,2023-10-26,4,Los Angeles,Burrtec Waste Industries Inc,Burrtec Santa Clarita Yard,25772 Springbrook Avenue,Santa Clarita,Ca,91350,34.41085,-118.53889,Los Angeles,Gary,Koontz,909-429-4200,2.3,Acres,4212-Local Trucking Without Storage
Industrial,563141,4 19Nec012422,Active,2023-07-17,4,Los Angeles,Southern California Packaging Equipment,Southern California Packaging Equipment,4102 W Valley Blvd,Walnut,Ca,91789,34.03759,-117.82359,Los Angeles,Juliet,Rhea,909-598-3198,10000.0,Sqft,"3999-Manufacturing Industries, Nec"
Industrial,563144,4 19In607797,No Action Required,2023-07-05,4,Los Angeles,Brandon Kitching,Kitch Engineering,12320 Montague Street,Pacoima,Ca,91331,34.06586,-118.21922,Los Angeles,Brandon,Kitching,818-800-5663,122.0,Unknown,Unknown
Industrial,563165,4 19Nec012423,Active,2023-07-17,4,Los Angeles,Antanova Fashion Corp,Antanova Fashion Corp,740 S 5Th Ave,City Of Industry,Ca,91746,34.029401,-117.99077,Los Angeles,Kuang,Huy Tong,626-464-1575,1.0,Acres,"2399-Fabricated Textile Products, Nec"
Industrial,563167,4 19I030276,Active,2023-07-19,4,Los Angeles,Ultra Counters,Ultra Countertops Inc,15338 Proctor Ave,City Of Industry,Ca,91766,34.02218,-117.96513,Los Angeles,Julio,Ruiz,626-961-2020,0.5,Acres,3281-Cut Stone And Stone Products
Industrial,563168,4 19Nec013822,Active,2024-10-01,4,Los Angeles,Taurus Engineering Inc,Taurus Engineering,1321 W Cowles St,Long Beach,Ca,90813,33.78493,-118.20924,Los Angeles,Jennifer,Reneau,5627068080,4000.0,Sqft,9999-Nonclassifiable Establishments
Industrial,563169,4 19Nec013823,Active,2024-10-01,4,Los Angeles,Taurus Engineering Inc,Taurus Engineering Inc,1320 W 15Th St,Long Beach,Ca,90813,33.78532,-118.20922,Los Angeles,Jennifer,Reneau,562-706-8080,4000.0,Sqft,9999-Nonclassifiable Establishments
Industrial,563171,4 19Nec013820,Active,2024-10-01,4,Los Angeles,Taurus Engineering Inc,Taurus Engineering Inc,1326 W 15Th St,Long Beach,Ca,90813,33.78529,-118.20937,Los Angeles,Jennifer,Reneau,562-706-8080,4000.0,Sqft,9999-Nonclassifiable Establishments
Industrial,563172,4 19Nec013821,Active,2024-10-01,4,Los Angeles,Taurus Engineering Inc,Taurus Engineering Inc,1335 W Cowles St Long Beach Ca 90813,Long Beach,Ca,90813,33.78495,-118.2094,Los Angeles,Jennifer,Reneau,562-706-8080,4000.0,Sqft,9999-Nonclassifiable Establishments
Industrial,563226,4 19In607800,No Action Required,2023-07-06,4,Los Angeles,Amanda Henderson,A&A Fabrication And Polishing Corporation,610 South Vail Avenue,Montebello,Ca,90640,34.006017,-118.122076,Los Angeles,Amanda,Henderson,562-696-0441,122.0,Unknown,3441-Fabricated Structural Metal
Industrial,563251,4 19Nec012431,Active,2023-07-19,4,Los Angeles,Alliance Machining,Alliance Machining,16100 Garfield Ave Ste A,Paramount,Ca,90723,33.8883,-118.16836,Los Angeles,Mario,Chavez,562-552-6779,100.0,Sqft,"3599-Industrial And Commercial Machinery And Equipment, Nec"
Industrial,563253,4 19I030287,Active,2023-07-24,4,Los Angeles,A&M Engineering,A & M Engineering Inc,15854 Salvatiera Street,Irwindale,Ca,91706,34.10849,-117.93509,Los Angeles,Dru,Nelson,626-813-2020,164730.0,Sqft,"3728-Aircraft Parts And Auxiliary Equipment, Nec"
Industrial,563283,4 19Nec012460,Active,2023-07-26,4,Los Angeles,Techni Cast Corp,Techni Cast Corp,10724 Garwick Pl,South Gate,Ca,90280,33.9313,-118.16669,Los Angeles,Don,Van Heil,949-456-9007,40515.0,Sqft,"3599-Industrial And Commercial Machinery And Equipment, Nec"
Industrial,563338,4 19Nec012451,Active,2023-07-25,4,Los Angeles,Jc Memorial Granite,Jc Memorial Granite,333 Newquist Place,City Of Industry,Ca,91745,34.01973,-117.95868,Los Angeles,Larry,Fuentes,6266956468,3000.0,Sqft,3281-Cut Stone And Stone Products
Industrial,563364,4 19Nec012505,Active,2023-08-07,4,Los Angeles,Ftg Inc,Ftg Inc,15405 Cornet St,Santa Fe Springs,Ca,90670,33.89058,-118.04976,Los Angeles,Pino,Pathak,562-865-9200,12600.0,Sqft,"3061-Molded, Extruded, And Lathe-Cut Mechanical Rubber Goods"
Industrial,563427,4 19Nec012444,Active,2023-07-20,4,Los Angeles,Leyen Food Llc,Leyen Food Llc,14328 Lomitas Avenue,City Of Industry,Ca,91746,34.02891,-117.98941,Los Angeles,Ryan,Hata,626-269-1080,2.7,Acres,2015-Poultry Slaughtering And Processing
Industrial,563432,4 19Nec012745,Active,2023-10-19,4,Los Angeles,Central Transport,Central Transport Compton 575,575 E Weber Ave,Compton,Ca,90222,33.92115,-118.2194,Los Angeles,Mark,Fletcher,569-939-7000,8.46,Acres,"4213-Trucking, Except Local"
Industrial,563446,4 19Nec012486,Active,2023-07-28,4,Los Angeles,Tns Industries Inc,Tns Industries Inc,10638 Painter Ave,Santa Fe Springs,Ca,90631,33.93751,-118.04985,Los Angeles,Shin,Lee,562-631-8847,200.0,Sqft,"3648-Lighting Equipment, Nec"
